IPS ID,Event Time,Location,Instruments,Catalog
2014-08-31T17:30:00-IPS-001,2014-08-31T17:30Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-09-01T08:30:00-IPS-001,2014-09-01T08:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-09-02T08:00:00-IPS-001,2014-09-02T08:00Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2014-09-02T13:41:00-IPS-001,2014-09-02T13:41Z,MESSENGER,MESSENGER: MAG,WINSLOW_MESSENGER_ICME_CATALOG
2014-09-03T07:45:00-IPS-001,2014-09-03T07:45Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-09-04T06:00:00-IPS-001,2014-09-04T06:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-09-06T04:33:00-IPS-001,2014-09-06T04:33Z,Earth,ACE: MAG,SWRC_CATALOG
2014-09-11T22:56:00-IPS-001,2014-09-11T22:56Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-09-12T15:26:00-IPS-001,2014-09-12T15:26Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-09-19T06:53:00-IPS-001,2014-09-19T06:53Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-09-21T08:00:00-IPS-001,2014-09-21T08:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-09-24T16:00:00-IPS-001,2014-09-24T16:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-09-25T14:00:00-IPS-001,2014-09-25T14:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-09-25T17:30:00-IPS-001,2014-09-25T17:30Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-09-26T16:00:00-IPS-001,2014-09-26T16:00Z,STEREO B,STEREO B: IMPACT;STEREO B: PLASTIC;,SWRC_CATALOG
2014-10-16T20:10:00-IPS-001,2014-10-16T20:10Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-10-22T14:30:00-IPS-001,2014-10-22T14:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-11-03T22:27:00-IPS-001,2014-11-03T22:27Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-11-10T01:37:00-IPS-001,2014-11-10T01:37Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-11-14T00:00:00-IPS-001,2014-11-14T00:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-11-14T15:00:00-IPS-001,2014-11-14T15:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-11-27T19:00:00-IPS-001,2014-11-27T19:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-12-15T05:00:00-IPS-001,2014-12-15T05:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2014-12-21T04:13:00-IPS-001,2014-12-21T04:13Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-12-21T18:22:00-IPS-001,2014-12-21T18:22Z,Earth,ACE: SWEPAM;ACE: MAG;,SWRC_CATALOG
2014-12-22T14:28:00-IPS-001,2014-12-22T14:28Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2014-12-23T10:33:00-IPS-001,2014-12-23T10:33Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-01-07T05:24:00-IPS-001,2015-01-07T05:24Z,Earth,ACE: MAG,SWRC_CATALOG
2015-01-15T22:39:00-IPS-001,2015-01-15T22:39Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-01-23T20:30:00-IPS-001,2015-01-23T20:30Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2015-02-27T06:00:00-IPS-001,2015-02-27T06:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2015-03-03T02:00:00-IPS-001,2015-03-03T02:00Z,STEREO A,STEREO A: IMPACT;STEREO A: PLASTIC;,SWRC_CATALOG
2015-03-17T04:05:00-IPS-001,2015-03-17T04:05Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-03-21T20:25:00-IPS-001,2015-03-21T20:25Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-03-31T07:40:00-IPS-001,2015-03-31T07:40Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-04-09T01:10:00-IPS-001,2015-04-09T01:10Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-04-09T09:12:00-IPS-001,2015-04-09T09:12Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-05-06T00:50:00-IPS-001,2015-05-06T00:50Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-05-10T00:02:00-IPS-001,2015-05-10T00:02Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-05-17T04:00:00-IPS-001,2015-05-17T04:00Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-06-12T12:19:00-IPS-001,2015-06-12T12:19Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-06-21T15:40:00-IPS-001,2015-06-21T15:40Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-06-22T04:51:00-IPS-001,2015-06-22T04:51Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-06-22T17:59:00-IPS-001,2015-06-22T17:59Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
2015-06-24T12:57:00-IPS-001,2015-06-24T12:57Z,Earth,ACE: MAG;ACE: SWEPAM;,SWRC_CATALOG
